Car_Name,Year,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Selling_Price
Maruti Swift,2020,11.24,11364,Diesel,Dealer,Manual,2,5.88
Toyota Innova,2016,31.42,134133,Diesel,Dealer,Manual,0,0.5
Toyota Innova,2015,13.46,32033,Petrol,Dealer,Manual,1,2.71
Toyota Innova,2021,21.13,53545,Petrol,Dealer,Manual,0,9.89
Hyundai Creta,2014,15.72,16865,Petrol,Dealer,Automatic,0,5.65
Tata Nexon,2016,5.37,23936,Petrol,Individual,Manual,0,2.39
Kia Seltos,2020,14.61,82863,Petrol,Individual,Manual,0,4.19
Maruti Swift,2014,16.06,102788,CNG,Individual,Automatic,1,0.5
Honda City,2012,31.66,105614,Diesel,Individual,Manual,1,0.5
Kia Seltos,2013,13.38,139813,CNG,Dealer,Manual,0,0.5
Honda City,2021,15.14,110589,Petrol,Dealer,Automatic,1,2.93
Maruti Swift,2016,28.05,94537,Petrol,Dealer,Automatic,0,6.08
Hyundai i20,2014,27.29,139911,Petrol,Dealer,Manual,1,0.5
Kia Seltos,2017,28.55,110885,Petrol,Dealer,Manual,1,1.32
Hyundai Creta,2022,33.52,24139,Petrol,Individual,Automatic,1,19.78
Tata Nexon,2019,28.46,57749,Diesel,Individual,Manual,0,8.8
Honda City,2017,16.04,30036,Petrol,Dealer,Manual,1,4.78
Kia Seltos,2021,29.29,108541,CNG,Dealer,Manual,0,7.28
Kia Seltos,2020,19.28,137812,CNG,Individual,Manual,1,0.81
Toyota Innova,2017,11.89,63788,Petrol,Individual,Manual,0,2.67
Hyundai i20,2025,12.69,36611,Diesel,Dealer,Manual,1,9.34
Toyota Innova,2016,10.16,24481,Petrol,Individual,Automatic,0,4.35
Hyundai i20,2015,7.64,10247,Petrol,Individual,Manual,1,2.61
Hyundai i20,2013,8.9,30319,Diesel,Dealer,Manual,1,2.8
Tata Nexon,2017,5.02,28728,Petrol,Dealer,Manual,1,1.41
Kia Seltos,2013,31.43,104156,Diesel,Individual,Manual,1,0.5
Toyota Innova,2016,32.79,91846,Diesel,Individual,Manual,2,1.13
Hyundai Creta,2012,21.78,47521,Diesel,Dealer,Manual,1,1.13
Toyota Innova,2014,29.9,69777,CNG,Individual,Manual,0,2.51
Honda City,2021,8.87,148209,Petrol,Individual,Manual,1,0.77
Kia Seltos,2016,31.85,92309,Petrol,Individual,Automatic,0,3.57
Maruti Swift,2024,19.2,35024,Petrol,Dealer,Manual,1,12.51
Maruti Swift,2024,5.15,22702,Petrol,Individual,Manual,2,3.12
Honda City,2018,7.52,135225,Petrol,Dealer,Manual,0,0.5
Hyundai i20,2019,12.89,66071,Diesel,Dealer,Manual,1,3.98
Hyundai Creta,2018,4.39,144570,Petrol,Individual,Manual,1,0.5
Honda City,2018,12.9,82710,CNG,Dealer,Manual,0,3.13
Honda City,2022,4.92,63456,Diesel,Dealer,Manual,0,2.48
Toyota Innova,2013,10.55,109280,Petrol,Individual,Manual,0,0.5
Honda City,2017,11.5,62158,Petrol,Dealer,Manual,2,2.28
Mahindra XUV500,2016,34.82,128225,Petrol,Dealer,Manual,0,0.5
Hyundai Creta,2022,10.54,135299,Petrol,Dealer,Manual,1,2.9
Hyundai i20,2020,10.65,8911,Petrol,Dealer,Manual,0,6.3
Maruti Swift,2023,24.98,78876,Petrol,Dealer,Automatic,0,11.8
Tata Nexon,2021,30.5,75412,Diesel,Individual,Manual,1,10.22
Hyundai Creta,2022,15.39,68804,Petrol,Individual,Manual,0,6.85
Hyundai Creta,2015,31.02,66727,Diesel,Individual,Automatic,3,2.0
Kia Seltos,2023,13.88,11440,Diesel,Dealer,Manual,0,10.52
Honda City,2018,9.3,148802,Petrol,Individual,Manual,0,0.5
Kia Seltos,2022,13.55,69792,Petrol,Dealer,Manual,0,6.35
Honda City,2019,22.5,33972,Diesel,Individual,Manual,2,8.35
Mahindra XUV500,2025,14.75,69385,CNG,Dealer,Manual,0,9.54
Kia Seltos,2017,24.53,126257,Petrol,Dealer,Manual,0,3.88
Toyota Innova,2014,10.58,146221,Petrol,Dealer,Manual,0,0.5
Toyota Innova,2022,25.43,60014,Petrol,Dealer,Manual,0,13.95
Kia Seltos,2016,14.12,43402,Petrol,Individual,Automatic,1,4.01
Honda City,2012,17.59,130679,Petrol,Individual,Manual,1,0.5
Mahindra XUV500,2025,20.85,87917,Petrol,Individual,Manual,0,12.3
Mahindra XUV500,2024,24.96,102895,Diesel,Individual,Manual,0,11.38
Honda City,2019,10.64,136315,Petrol,Dealer,Manual,1,0.5
Hyundai i20,2023,29.75,127655,Petrol,Dealer,Manual,0,8.13
Maruti Swift,2023,26.1,138486,Petrol,Individual,Manual,0,5.49
Hyundai Creta,2023,10.49,139928,Diesel,Dealer,Automatic,0,2.56
Hyundai Creta,2022,34.2,76799,Petrol,Dealer,Automatic,0,13.02
Maruti Swift,2013,24.27,127626,CNG,Individual,Manual,0,0.5
Mahindra XUV500,2024,17.48,135551,Petrol,Dealer,Manual,0,6.63
Tata Nexon,2021,8.04,63949,Petrol,Dealer,Manual,0,3.78
Maruti Swift,2018,20.06,46392,Petrol,Dealer,Manual,0,9.09
Tata Nexon,2020,8.27,148542,Diesel,Dealer,Automatic,1,1.07
Toyota Innova,2012,16.74,149844,Petrol,Dealer,Manual,3,0.5
Hyundai Creta,2024,16.08,89944,Diesel,Dealer,Manual,2,6.88
Tata Nexon,2015,26.04,129052,Diesel,Dealer,Manual,1,0.5
Tata Nexon,2018,9.16,149656,Diesel,Dealer,Manual,0,0.5
Maruti Swift,2025,29.3,90376,Petrol,Dealer,Automatic,0,14.1
Mahindra XUV500,2020,13.44,109128,Diesel,Individual,Automatic,1,3.35
Honda City,2013,17.21,17097,Petrol,Dealer,Manual,0,5.23
Mahindra XUV500,2013,27.71,122540,Petrol,Dealer,Automatic,0,0.5
Toyota Innova,2017,23.01,127202,Petrol,Dealer,Manual,0,2.06
Hyundai i20,2014,12.86,42693,Diesel,Dealer,Manual,0,2.45
Tata Nexon,2015,15.36,56988,Petrol,Dealer,Manual,1,3.57
Tata Nexon,2014,12.79,54769,Petrol,Dealer,Manual,1,1.63
Kia Seltos,2024,22.03,130476,Petrol,Individual,Manual,1,8.07
Tata Nexon,2012,13.64,132266,Petrol,Dealer,Manual,1,0.5
Mahindra XUV500,2025,26.22,138541,Petrol,Individual,Manual,0,7.41
Honda City,2025,21.55,148540,Petrol,Dealer,Manual,1,4.7
Hyundai i20,2017,7.66,133237,Petrol,Dealer,Manual,0,0.5
Mahindra XUV500,2022,12.93,139237,Petrol,Dealer,Manual,1,1.52
Kia Seltos,2022,10.09,62603,Diesel,Individual,Manual,0,4.85
Mahindra XUV500,2024,15.49,48251,Petrol,Dealer,Automatic,1,10.43
Maruti Swift,2013,19.51,52526,Petrol,Dealer,Manual,3,2.69
Toyota Innova,2013,19.22,107734,Petrol,Dealer,Manual,0,0.5
Honda City,2018,27.14,112542,Diesel,Individual,Manual,0,5.72
Hyundai i20,2016,9.05,33942,Petrol,Individual,Manual,0,2.99
Toyota Innova,2019,33.29,50017,Petrol,Individual,Manual,0,15.01
Maruti Swift,2025,13.97,65555,Petrol,Dealer,Manual,0,7.52
Toyota Innova,2013,12.61,44365,CNG,Dealer,Manual,1,2.19
Kia Seltos,2024,24.93,137479,Diesel,Individual,Automatic,0,4.61
Tata Nexon,2021,28.78,30976,Petrol,Dealer,Manual,0,17.7
Tata Nexon,2019,15.11,46969,Petrol,Dealer,Manual,1,6.31
Honda City,2018,26.9,20515,Petrol,Individual,Manual,0,13.84
Toyota Innova,2024,31.28,141772,Petrol,Dealer,Manual,0,7.63
Mahindra XUV500,2021,27.54,78663,Diesel,Individual,Manual,1,10.97
Tata Nexon,2025,4.09,58379,Petrol,Dealer,Manual,1,2.66
Honda City,2019,29.48,32391,Diesel,Dealer,Manual,0,14.38
Honda City,2022,27.78,72081,Petrol,Dealer,Automatic,0,14.36
Kia Seltos,2014,24.42,62284,Diesel,Individual,Manual,0,3.67
Honda City,2019,27.32,87054,Petrol,Dealer,Automatic,0,8.57
Maruti Swift,2017,34.34,106163,Petrol,Dealer,Manual,0,3.7
Mahindra XUV500,2013,16.8,98590,Diesel,Individual,Manual,1,0.5
Tata Nexon,2017,5.15,83593,Petrol,Dealer,Manual,1,1.03
Tata Nexon,2016,17.75,64485,Diesel,Dealer,Manual,0,3.78
Hyundai i20,2014,4.49,39032,Diesel,Individual,Manual,1,0.61
Maruti Swift,2012,12.42,23156,Petrol,Individual,Automatic,0,2.97
Tata Nexon,2018,21.78,54316,Diesel,Dealer,Manual,0,9.56
Kia Seltos,2013,12.91,115916,Petrol,Dealer,Automatic,1,0.5
Tata Nexon,2012,24.93,118881,Petrol,Individual,Automatic,2,0.5
Hyundai i20,2012,29.3,98099,Diesel,Dealer,Manual,0,0.5
Hyundai Creta,2018,16.45,127441,Diesel,Individual,Manual,0,1.97
Toyota Innova,2023,31.8,98263,Petrol,Dealer,Manual,1,11.63
Toyota Innova,2012,5.55,110118,Diesel,Individual,Automatic,0,0.5
Maruti Swift,2020,29.88,64235,CNG,Dealer,Automatic,0,14.47
Honda City,2017,29.51,57904,Petrol,Dealer,Manual,0,8.16
Hyundai i20,2015,13.3,86721,Diesel,Dealer,Manual,1,1.55
Hyundai Creta,2023,12.56,122920,Diesel,Dealer,Manual,0,4.83
Hyundai i20,2015,12.76,78130,CNG,Dealer,Automatic,3,0.66
Hyundai Creta,2024,28.96,143271,Petrol,Dealer,Automatic,0,5.99
Hyundai Creta,2023,29.61,140552,Diesel,Individual,Manual,0,7.39
Tata Nexon,2025,13.55,7607,Petrol,Dealer,Manual,1,11.08
Kia Seltos,2016,21.96,79116,Diesel,Dealer,Manual,0,3.27
Tata Nexon,2013,7.45,22173,Diesel,Individual,Manual,0,2.09
Kia Seltos,2016,18.0,39262,Petrol,Individual,Automatic,0,6.91
Hyundai i20,2013,34.96,52156,Petrol,Dealer,Manual,0,4.33
Honda City,2023,8.08,104124,Diesel,Dealer,Manual,1,2.77
Toyota Innova,2015,33.32,124828,Diesel,Dealer,Manual,0,0.5
Maruti Swift,2021,29.38,82764,Petrol,Individual,Manual,2,11.13
Mahindra XUV500,2022,34.11,133855,Petrol,Individual,Manual,1,5.94
Kia Seltos,2025,8.75,122057,Diesel,Dealer,Automatic,0,2.95
Toyota Innova,2016,9.83,69314,Petrol,Dealer,Manual,0,1.21
Maruti Swift,2017,3.54,98242,Petrol,Dealer,Manual,0,0.6
Honda City,2017,26.19,35466,CNG,Dealer,Manual,0,9.23
Hyundai i20,2020,23.61,121151,Petrol,Dealer,Manual,1,4.5
Honda City,2015,8.7,121595,Petrol,Individual,Manual,0,0.5
Kia Seltos,2024,28.32,93121,Petrol,Dealer,Manual,2,10.48
Hyundai i20,2025,12.57,29279,Diesel,Individual,Manual,0,8.84
Hyundai Creta,2016,7.32,16837,Petrol,Individual,Manual,0,3.32
Tata Nexon,2017,16.52,29209,Diesel,Individual,Automatic,0,7.63
Hyundai Creta,2015,5.91,17220,Diesel,Dealer,Manual,0,2.37
Maruti Swift,2017,11.42,140037,Petrol,Dealer,Manual,1,0.5
Tata Nexon,2013,14.88,109304,Diesel,Dealer,Manual,1,0.5
Hyundai i20,2023,30.26,46920,Petrol,Individual,Automatic,0,19.26
Mahindra XUV500,2024,28.36,66544,Diesel,Dealer,Manual,2,11.56
Maruti Swift,2018,17.17,133260,Petrol,Dealer,Manual,1,0.5
Maruti Swift,2014,26.19,130534,Diesel,Dealer,Manual,1,0.5
Tata Nexon,2025,21.2,98406,Petrol,Dealer,Manual,1,9.66
Maruti Swift,2021,13.91,87909,Petrol,Individual,Automatic,1,3.33
Hyundai i20,2015,26.23,99691,CNG,Dealer,Automatic,0,0.5
Hyundai Creta,2020,24.87,117958,Petrol,Dealer,Manual,0,4.11
Mahindra XUV500,2023,22.81,104010,Diesel,Dealer,Automatic,0,11.92
Kia Seltos,2024,22.77,28036,Petrol,Dealer,Manual,1,18.28
Kia Seltos,2016,24.86,131995,Petrol,Individual,Manual,2,0.5
Hyundai i20,2020,15.31,70322,Diesel,Dealer,Automatic,1,5.1
Tata Nexon,2021,30.81,9847,Petrol,Dealer,Manual,2,20.72
Honda City,2024,8.19,55772,Diesel,Individual,Manual,0,4.62
Hyundai i20,2021,31.28,17893,Petrol,Individual,Automatic,1,21.05
Kia Seltos,2021,13.95,140721,Petrol,Dealer,Manual,1,2.41
Hyundai i20,2023,7.0,16613,Diesel,Dealer,Manual,1,4.86
Maruti Swift,2021,22.2,58833,Petrol,Dealer,Manual,1,11.39
Maruti Swift,2017,15.03,67423,Petrol,Dealer,Automatic,0,3.66
Hyundai i20,2019,29.1,94964,Diesel,Dealer,Automatic,0,5.07
Tata Nexon,2016,16.79,123268,Petrol,Dealer,Manual,3,0.5
Honda City,2016,24.39,117242,Petrol,Individual,Automatic,0,0.51
Maruti Swift,2014,12.86,93069,Diesel,Dealer,Manual,0,0.89
Kia Seltos,2018,9.7,80642,Diesel,Individual,Manual,0,3.61
Mahindra XUV500,2013,15.42,85984,Petrol,Individual,Automatic,0,0.5
Maruti Swift,2022,22.42,83669,Petrol,Individual,Manual,1,8.56
Kia Seltos,2023,24.02,149780,Diesel,Dealer,Manual,1,6.37
Hyundai Creta,2014,21.5,142162,Petrol,Individual,Manual,2,0.5
Hyundai Creta,2013,34.62,97170,Petrol,Individual,Manual,0,0.5
Mahindra XUV500,2024,25.11,96757,CNG,Dealer,Manual,1,9.31
Honda City,2019,32.81,116088,Petrol,Dealer,Manual,2,1.77
Mahindra XUV500,2015,6.77,85928,Diesel,Dealer,Manual,3,0.5
Maruti Swift,2021,4.96,105840,Diesel,Dealer,Manual,2,1.15
Mahindra XUV500,2019,12.95,89431,Diesel,Dealer,Manual,1,3.07
Tata Nexon,2019,7.37,11768,Diesel,Dealer,Automatic,0,4.42
Kia Seltos,2019,19.83,118661,Petrol,Individual,Automatic,0,2.08
Maruti Swift,2019,19.61,136692,Petrol,Dealer,Automatic,1,0.76
Maruti Swift,2019,21.4,24118,Diesel,Individual,Manual,1,7.92
Hyundai i20,2023,26.85,130551,Petrol,Dealer,Automatic,1,6.89
Hyundai Creta,2020,34.08,15200,Diesel,Individual,Manual,0,23.34
Tata Nexon,2013,31.1,104066,Petrol,Dealer,Manual,1,0.5
Tata Nexon,2020,6.79,63704,Diesel,Dealer,Manual,0,3.05
Hyundai i20,2019,13.83,58487,Petrol,Individual,Manual,0,4.97
Mahindra XUV500,2022,11.19,118373,Petrol,Dealer,Automatic,0,3.8
Kia Seltos,2021,8.66,34840,Petrol,Dealer,Manual,2,4.42
Toyota Innova,2012,20.43,23435,Diesel,Individual,Manual,0,5.02
Honda City,2025,20.7,52897,Petrol,Dealer,Automatic,1,13.5
Hyundai Creta,2016,10.27,126677,Diesel,Individual,Manual,0,0.7
Tata Nexon,2022,25.78,33484,Petrol,Dealer,Automatic,1,15.78
Hyundai Creta,2013,26.45,142125,Petrol,Dealer,Automatic,1,0.5
Toyota Innova,2021,3.67,132069,Diesel,Dealer,Manual,2,0.5
Kia Seltos,2016,15.66,134548,Petrol,Individual,Manual,0,0.5
Honda City,2024,31.48,138617,Petrol,Dealer,Manual,0,9.77
Tata Nexon,2019,19.65,100495,Petrol,Individual,Manual,1,3.2
Maruti Swift,2020,14.12,82213,Diesel,Individual,Manual,0,4.31
Tata Nexon,2020,11.12,13560,CNG,Dealer,Manual,0,7.04
Honda City,2012,10.79,139734,Petrol,Dealer,Automatic,0,0.5
Mahindra XUV500,2018,6.19,119041,Petrol,Individual,Automatic,1,0.82
Toyota Innova,2023,29.15,44497,Petrol,Dealer,Manual,0,17.7
Hyundai Creta,2022,5.77,57606,Diesel,Dealer,Manual,0,2.4
Mahindra XUV500,2019,12.35,67112,Petrol,Dealer,Manual,1,3.7
Maruti Swift,2021,4.46,83334,Diesel,Individual,Manual,0,1.29
Honda City,2014,28.0,75344,Petrol,Individual,Manual,0,3.6
Kia Seltos,2024,4.26,13048,Diesel,Dealer,Automatic,0,2.99
Mahindra XUV500,2017,12.87,83643,Petrol,Dealer,Automatic,1,1.37
Honda City,2022,21.35,142592,CNG,Individual,Manual,0,3.69
Tata Nexon,2014,16.11,34476,Petrol,Dealer,Manual,1,5.15
Hyundai Creta,2020,12.03,140555,Petrol,Individual,Manual,1,0.5
Kia Seltos,2024,11.81,61123,Diesel,Dealer,Manual,0,7.22
Hyundai i20,2014,28.53,115831,Diesel,Individual,Manual,2,0.5
Hyundai i20,2013,34.17,44887,Petrol,Individual,Manual,0,9.21
Mahindra XUV500,2020,14.14,93780,CNG,Dealer,Manual,0,4.9
Maruti Swift,2022,4.25,108739,Petrol,Dealer,Manual,1,1.51
Honda City,2024,4.17,66055,Petrol,Dealer,Manual,1,2.51
Toyota Innova,2025,27.29,23327,Petrol,Dealer,Manual,0,20.03
Maruti Swift,2019,20.68,105023,Petrol,Dealer,Manual,0,4.79
Kia Seltos,2019,28.07,145238,Diesel,Individual,Automatic,0,2.81
Mahindra XUV500,2013,25.32,101279,Petrol,Dealer,Automatic,0,0.5
Maruti Swift,2017,32.04,14042,Petrol,Dealer,Automatic,1,13.11
Mahindra XUV500,2024,31.35,148041,Petrol,Individual,Automatic,1,5.48
Tata Nexon,2024,28.23,77739,Petrol,Dealer,Manual,0,16.67
Kia Seltos,2016,18.21,68588,CNG,Dealer,Manual,0,3.94
Hyundai Creta,2025,12.86,140713,Diesel,Individual,Manual,0,4.09
Toyota Innova,2023,19.22,33536,Petrol,Individual,Manual,0,11.51
Honda City,2013,19.07,19546,Petrol,Dealer,Automatic,0,5.3
Kia Seltos,2016,22.53,120429,CNG,Dealer,Automatic,0,0.5
Honda City,2015,8.96,103895,Petrol,Dealer,Manual,0,0.5
Honda City,2020,23.98,105523,Petrol,Individual,Manual,0,4.42
Maruti Swift,2023,17.61,14029,Petrol,Individual,Manual,1,12.76
Tata Nexon,2012,22.85,147394,Petrol,Individual,Manual,0,0.5
Maruti Swift,2017,10.67,112029,Diesel,Dealer,Manual,2,0.5
Hyundai i20,2018,16.9,124148,Diesel,Dealer,Manual,1,0.5
Hyundai i20,2023,9.73,17654,CNG,Individual,Automatic,3,5.34
Honda City,2017,31.01,61663,Petrol,Dealer,Manual,2,6.23
Tata Nexon,2016,18.61,143580,Petrol,Dealer,Manual,1,0.5
Kia Seltos,2023,10.2,27132,CNG,Dealer,Manual,1,6.91
Honda City,2015,4.32,70800,Diesel,Individual,Automatic,0,0.8
Kia Seltos,2016,24.62,116653,Diesel,Dealer,Automatic,1,0.5
Honda City,2020,9.87,121722,Petrol,Dealer,Manual,1,2.09
Hyundai Creta,2016,34.67,122890,Diesel,Dealer,Automatic,0,0.5
Maruti Swift,2021,20.08,125885,Petrol,Dealer,Manual,1,4.09
Hyundai Creta,2019,12.25,72607,Petrol,Individual,Manual,0,4.04
Honda City,2018,24.05,52736,Diesel,Dealer,Manual,0,9.54
Honda City,2015,11.81,12840,Diesel,Dealer,Manual,0,4.56
Tata Nexon,2021,29.25,34654,Diesel,Dealer,Manual,1,16.53
Tata Nexon,2016,12.86,82385,Diesel,Dealer,Automatic,2,1.09
Mahindra XUV500,2018,34.62,142702,Petrol,Dealer,Automatic,1,0.8
Kia Seltos,2017,22.36,18008,Petrol,Dealer,Manual,1,8.47
Tata Nexon,2024,30.02,73395,Diesel,Individual,Manual,0,13.67
Honda City,2014,5.33,138465,Petrol,Dealer,Manual,2,0.5
Tata Nexon,2021,14.15,84627,Petrol,Dealer,Manual,0,6.31
Tata Nexon,2014,26.6,105354,Petrol,Dealer,Manual,2,0.5
Toyota Innova,2013,23.96,73657,Petrol,Dealer,Manual,0,1.7
Toyota Innova,2025,9.22,79652,CNG,Dealer,Manual,0,4.78
Hyundai i20,2014,14.4,75507,Petrol,Individual,Automatic,1,0.96
Maruti Swift,2022,11.43,135007,Petrol,Dealer,Manual,1,1.41
Mahindra XUV500,2021,22.63,131162,Diesel,Dealer,Manual,0,3.23
